# Colorado Snow Depth, March 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Units: inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Missing: M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Trace: T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHCN ID,Station Name,County,State,Elevation,Latitude,Longitude,1-Mar,2-Mar,3-Mar,4-Mar,5-Mar,6-Mar,7-Mar,8-Mar,9-Mar,10-Mar,11-Mar,12-Mar,13-Mar,14-Mar,15-Mar,16-Mar,17-Mar,18-Mar,19-Mar,20-Mar,21-Mar,22-Mar,23-Mar,24-Mar,25-Mar,26-Mar,27-Mar,28-Mar,29-Mar,30-Mar,31-Mar
US1COME0113,GRAND JUNCTION 2.7 N,MESA,CO,4741,39.13,-108.55,M,M,M,0.9,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COME0013,GRAND JUNCTION 2.7 SSE,MESA,CO,4658,39.05,-108.54,M,M,M,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COME0100,GRAND JUNCTION 3.7 SSE,MESA,CO,4676,39.04,-108.52,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COME0088,GRAND JUNCTION 3.7 SW,MESA,CO,4804,39.06,-108.61,M,M,M,0.6,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COME0079,GRAND JUNCTION 3.9 WSW,MESA,CO,4666,39.08,-108.62,M,M,M,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COME0069,GRAND JUNCTION 4.0 W,MESA,CO,4629,39.09,-108.63,0,0,0,1,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COME0103,GRAND JUNCTION 4.1 W,MESA,CO,4629,39.09,-108.63,0,0,0,0.5,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COME0109,GRAND JUNCTION 4.6 E,MESA,CO,4698,39.09,-108.47,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COME0091,GRAND JUNCTION 5.1 ESE,MESA,CO,4637,39.06,-108.46,M,M,M,0.4,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COME0104,GRAND JUNCTION 5.6 WSW,MESA,CO,4904,39.05,-108.65,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COME0105,GRAND JUNCTION 5.7 W,MESA,CO,4645,39.09,-108.66,M,M,M,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00053489,GRAND JUNCTION 6ESE,MESA,CO,4759,39.04,-108.47,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COME0003,GRAND JUNCTION 8NNW,MESA,CO,4750,39.18,-108.62,0,0,0,0.5,0,M,M,M,0,0,0,M,0,M,0,0,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0
USW00023066,GRAND JUNCTION WALKER FIELD,MESA,CO,4857,39.13,-108.54,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00053486,GRAND JUNCTION WFO,MESA,CO,4825,39.12,-108.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00053496,GRAND LAKE 1 NW,GRAND,CO,8718,40.27,-105.83,24,24,26,26,24,24,24,23,22,22,22,22,21,21,19,18,17,16,15,15,14,12,11,11,11,11,10,8,6,4,2
USC00053530,GRANT,PARK,CO,8673,39.46,-105.68,6,7,5,6,5,5,5,5,4,4,4,4,7,4,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US1COAM0010,GREAT SAND DUNES 7.0 SSW,ALAMOSA,CO,7888,37.65,-105.58,M,M,M,M,M,M,M,M,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00053541,GREAT SAND DUNES NATIONAL PARK AN,ALAMOSA,CO,8181,37.73,-105.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COWE0043,GREELEY 10.5 SSE,WELD,CO,4717,40.29,-104.64,M,M,M,1.8,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0430,GREELEY 2.0 E,WELD,CO,4682,40.42,-104.71,M,M,M,3.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0171,GREELEY 2.6 W,WELD,CO,4845,40.4,-104.75,2,2,1,3,3,1.5,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0287,GREELEY 3.5 ESE,WELD,CO,4671,40.4,-104.68,M,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0176,GREELEY 3.8 W,WELD,CO,4920,40.39,-104.77,2,1,0.5,3.5,2,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0003,GREELEY 3.9 ENE,WELD,CO,4687,40.45,-104.68,T,T,T,2,1,0.5,T,T,T,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COWE0025,GREELEY 4.4 W,WELD,CO,4799,40.41,-104.79,M,M,M,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0318,GREELEY 4.6 WNW,WELD,CO,4750,40.44,-104.81,0.5,T,T,1.5,1.5,T,T,T,T,T,0,0,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0433,GREELEY 4.7 SSW,WELD,CO,4697,40.35,-104.76,M,M,M,M,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00053553,GREELEY UNC,WELD,CO,4714,40.4,-104.7,1,1,1,2,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00053592,GREEN MT DAM,SUMMIT,CO,7738,39.88,-106.33,M,10,7,6,M,M,M,M,M,7,6,6,M,M,M,5,2,0,0,M,M,M,0,0,0,0,M,M,M,0,0
USC00053629,GROSS RESERVOIR,BOULDER,CO,7968,39.94,-105.35,14,12,10,14,12,10,8,6,5,5,5,4,4,4,3,3,1,0,0,0,0,0,0,T,T,T,0,0,0,0,0
US1COPK0067,GUFFEY 5.5 W,PARK,CO,9502,38.75,-105.62,7.5,9.5,8.5,10.4,10.3,9,7.8,7.1,5.8,5,4.1,3.8,3.5,3.1,1.7,0.9,0.5,0.3,M,1.5,0,0,M,1,0.4,0.8,M,M,M,M,M
USC00053652,GUFFEY 9SE,FREMONT,CO,8913,38.69,-105.39,10,8,11,14,11,11,10,9,8,7,6,5,5,5,4,2,1,0,4,1,0,0,0,0,3,0,0,0,0,0,0
USC00053662,GUNNISON 3SW,GUNNISON,CO,7620,38.53,-106.97,9,8,6,6,6,6,6,5,5,4,3,3,2,1,0,0,0,0,0,T,0,0,0,T,0,T,0,0,0,0,0
US1COEG0030,GYPSUM 0.5 E,EAGLE,CO,6383,39.64,-106.94,T,2.7,0.5,1.7,M,T,M,M,M,M,M,T,M,M,T,T,M,T,0,M,M,M,M,M,M,M,M,M,M,M,M
USC00053828,HASWELL,KIOWA,CO,4521,38.45,-103.16,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00053867,HAYDEN,ROUTT,CO,6465,40.49,-107.25,11,12,15,15,14,13,12,11,11,10,10,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COSU0058,HEENEY 0.5 NW,SUMMIT,CO,7992,39.87,-106.31,M,10.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00053951,HERMIT 8 SE,MINERAL,CO,8947,37.75,-107.1,M,11,12,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLP0026,HESPERUS 13.3 SSW,LAPLATA,CO,6684,37.11,-108.14,5,2.5,0.5,0.5,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODG0176,HIGHLANDS RANCH 0.6 SSE,DOUGLAS,CO,5774,39.55,-104.97,7,6.5,4,5,4.5,3,1,T,T,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0
US1CODG0207,HIGHLANDS RANCH 0.7 ESE,DOUGLAS,CO,5782,39.55,-104.96,5,4,3,3,2.5,2,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODG0165,HIGHLANDS RANCH 1.1 ENE,DOUGLAS,CO,5786,39.56,-104.95,7,7,M,7,5.5,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODG0222,HIGHLANDS RANCH 1.5 SSE,DOUGLAS,CO,5956,39.53,-104.96,7,5,3,4,3.7,2.5,2,1,T,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M
US1CODG0033,HIGHLANDS RANCH 2.0 SSE,DOUGLAS,CO,5973,39.53,-104.95,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M
US1CODG0178,HIGHLANDS RANCH 2.5 SSW,DOUGLAS,CO,5836,39.52,-104.99,4.5,4,2.5,4.5,3.5,2,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1CODG0183,HIGHLANDS RANCH 2.7 SSE,DOUGLAS,CO,6035,39.52,-104.94,5,4.5,3,4,4,3,T,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M
US1CODG0074,HIGHLANDS RANCH 3.2 ESE,DOUGLAS,CO,5923,39.54,-104.91,13,12,10,11,10,8.5,7,5,3.5,3,2.5,2,1.5,1,0.5,T,T,0,0,0,0,0,0,0,0,M,0,0,0,0,0
US1COMR0081,HILLROSE 2.5 SSW,MORGAN,CO,4215,40.29,-103.55,M,M,M,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00054054,HOHNHOLZ RANCH,LARIMER,CO,7795,40.97,-106,5,5,6,5,4,4,4,3,1,1,1,1,1,1,T,T,0,0,0,M,M,M,0,1,1,T,0,0,0,0,0
USC00054076,HOLLY,PROWERS,CO,3400,38.05,-102.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00054082,HOLYOKE,PHILLIPS,CO,3779,40.55,-102.34,T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COPH0045,HOLYOKE 0.3 WSW,PHILLIPS,CO,3745,40.58,-102.31,T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,M,M,M,M,M,M,M,M
US1COPH0014,HOLYOKE .59 SW,PHILLIPS,CO,3746,40.58,-102.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M
US1CODL0001,HOTCHKISS 1.8 NNE,DELTA,CO,5772,38.82,-107.71,0.4,M,M,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODL0016,HOTCHKISS 4.7 W,DELTA,CO,5766,38.82,-107.8,M,M,M,M,M,M,M,0,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M
US1CODL0026,HOTCHKISS 7.1 WNW,DELTA,CO,6598,38.86,-107.83,M,M,M,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODL0008,HOTCHKISS 9.0 WNW,DELTA,CO,6222,38.85,-107.88,1.5,T,T,0.1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M
USC00054135,HOURGLASS RESERVOIR,LARIMER,CO,9518,40.58,-105.63,23,26,28,30,30,25,24,24,24,23,22,21,22,22,19,18,17,16,16,18,16,15,14,17,22,19,19,15,15,13,11
US1COWE0187,HUDSON 4.8 WSW,WELD,CO,5035,40.04,-104.73,3.5,3,2,3.5,2,2,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00054172,HUGO 1 NW,LINCOLN,CO,5024,39.14,-103.49,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COBO0099,HYGIENE .79 N,BOULDER,CO,5166,40.2,-105.18,5.5,6,5,7,6,5,5,3,3,1,T,T,T,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0
USC00054242,IDALIA,YUMA,CO,3964,39.7,-102.29,T,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0
US1COLP0048,IGNACIO 6.9 NW,LAPLATA,CO,6735,37.19,-107.72,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M
USC00054254,IGNACIO 6ESE,LAPLATA,CO,6546,37.09,-107.53,7,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00054293,INTER CANYON,JEFFERSON,CO,7178,39.57,-105.22,20,19,16,17,17,15,13,11,9,7,5,4,3,3,2,2,2,1,1,1,1,1,1,T,1,7,4,2,T,T,T
US1COEP0058,IVYWILD 0.6 E,ELPASO,CO,6058,38.8,-104.84,9.5,9.3,8,10.5,11,9.5,7,5,4,2,1.5,1,T,T,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0
US1COBO0343,JAMESTOWN 2.5 SSE,BOULDER,CO,7043,40.08,-105.37,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00054380,JOES,YUMA,CO,4274,39.66,-102.68,1,0,0,2,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00054388,JOHN MARTIN DAM,BENT,CO,3810,38.06,-102.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00054413,JULESBURG,SEDGWICK,CO,3476,40.99,-102.27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00054444,KARVAL,LINCOLN,CO,5074,38.74,-103.54,2,2,1,1,1,1,T,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLN0018,KARVAL 9.8 WSW,LINCOLN,CO,4920,38.68,-103.7,2,1,0.5,0.5,0.5,0.5,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00054452,KASSLER,JEFFERSON,CO,5586,39.49,-105.1,9,8,5,8,7,5,3,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0
US1COJF0338,KEN CARYL 0.6 WSW,JEFFERSON,CO,5785,39.57,-105.12,5,4,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COJF0439,KEN CARYL 3.0 WNW,JEFFERSON,CO,6132,39.59,-105.17,M,M,M,M,8,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0340,KERSEY 4.5 E,WELD,CO,4557,40.39,-104.47,0,M,M,1.5,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0480,KERSEY 6.9 ESE,WELD,CO,4564,40.35,-104.44,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,0,M,0
US1COSU0052,KEYSTONE 0.7 SW,SUMMIT,CO,9248,39.6,-105.98,21.5,21,21,22.5,22,21.5,21,21,20.5,20.5,20,20,23,19.5,19,19,18.5,17.5,14.5,13.5,13,13,12.5,16.5,17.5,17,16,15,13.5,13,12.5
USC00054546,KIM 10SSE,LASANIMAS,CO,5256,37.12,-103.3,T,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00054538,KIM 15 NNE,LASANIMAS,CO,5189,37.45,-103.32,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0
US1COEL0046,KIOWA 12.7 ENE,ELBERT,CO,6130,39.41,-104.24,2,1,1,1.5,T,T,T,0,0,M,M,M,M,M,M,M,M,M,0,0,M,M,M,M,T,0,0,M,M,M,M
US1COEL0013,KIOWA 2.2 WNW,ELBERT,CO,6556,39.35,-104.51,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.9,M,M,M,M,M,M,M,M,M,M,M,M
US1COYU0059,KIRK 6.2 E,YUMA,CO,4136,39.61,-102.48,T,M,T,1.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M
USC00054603,KIT CARSON,CHEYENNE,CO,4301,38.76,-102.8,3,1,T,T,T,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00054606,KIT CARSON 9NNE,CHEYENNE,CO,4345,38.89,-102.72,T,T,0,1,T,T,0,M,0,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00054664,KREMMLING,GRAND,CO,7458,40.06,-106.37,T,4,3,2,2,2,1,1,T,T,T,0,0,0,0,0,0,0,T,0,0,0,0,1,T,0,0,0,0,0,0
US1COGR0046,KREMMLING 10.0 NW,GRAND,CO,8614,40.14,-106.53,M,27,29.5,M,M,29,M,M,M,M,26,M,25,M,M,21.5,M,17,M,M,14,M,9.5,12.5,12,M,9,7.5,5.5,3.5,M
US1COGR0029,KREMMLING 7.8 WNW,GRAND,CO,8495,40.12,-106.52,34,37,37,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24,22,M,M,M,M,M,M
US1COBO0008,LAFAYETTE 0.4 WSW,BOULDER,CO,5284,39.99,-105.11,7.5,7,5.5,9,7,7,4.5,3,1,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COBO0266,LAFAYETTE 0.8 WSW,BOULDER,CO,5279,39.99,-105.11,7,6.5,M,M,7,6.5,3.5,3,1,0.5,0.5,0.5,0.5,T,T,T,T,M,0,0,0,0,0,0,0,0,0,0,M,0,0
US1COBO0290,LAFAYETTE 2.3 NW,BOULDER,CO,5263,40.02,-105.13,8.5,7.7,6,M,8.5,9,4.5,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COBO0351,LAFAYETTE 2.3 WNW,BOULDER,CO,5375,40,-105.14,M,M,M,10,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M
US1COBO0222,LAFAYETTE 2.5 NW,BOULDER,CO,5286,40.02,-105.14,9,8,5.5,8,7,5,4,2,1,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COSA0011,LA GARITA 5.6 WSW,SAGUACHE,CO,8249,37.79,-106.34,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M
USC00054724,LA JUNTA,OTERO,CO,4088,37.98,-103.54,4,2,T,T,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COOT0025,LA JUNTA 1.0 S,OTERO,CO,4204,37.97,-103.54,M,M,M,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0
USC00054726,LA JUNTA 20 S,OTERO,CO,4209,37.75,-103.48,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COOT0031,LA JUNTA 7.4 W,OTERO,CO,4187,37.98,-103.68,2.5,2,M,M,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00054736,LAKE CITY 1NNE,HINSDALE,CO,8712,38.05,-107.3,22,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COPK0039,LAKE GEORGE 7.2 WNW,PARK,CO,8998,39.02,-105.49,M,7,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4,M,M,M,M,M,M,M,M,M,M,M,M
USC00054742,LAKE GEORGE 8 SW,PARK,CO,8548,38.91,-105.47,2,1,T,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,T,0,0,0,0,0,2,0,0,0,0,0
USC00054762,LAKEWOOD,JEFFERSON,CO,5639,39.75,-105.12,4,4,3,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COJF0333,LAKEWOOD 1.7 SW,JEFFERSON,CO,5744,39.68,-105.14,8,7.5,5.5,8,6.5,5.5,3.5,2,1,0.5,T,T,T,T,T,T,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0
US1COJF0179,LAKEWOOD 2.2 ESE,JEFFERSON,CO,5514,39.68,-105.08,7.5,7,6,8.5,7,5.5,4,2,0.5,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M
USC00054770,LAMAR,PROWERS,CO,3626,38.09,-102.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USW00003013,LAMAR MUNICIPAL AP,PROWERS,CO,3687,38.07,-102.69,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLR0567,LA PORTE 10.0 NNW,LARIMER,CO,6095,40.76,-105.2,5,4.5,2.5,5,4,2.5,1,T,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COLR0761,LAPORTE 1.4 NW,LARIMER,CO,5143,40.63,-105.15,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00054834,LAS ANIMAS,BENT,CO,3889,38.06,-103.22,T,0,0,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00054888,LEADVILLE 1SSW,LAKE,CO,10042,39.24,-106.3,35,35,36,36,35,35,34,33,33,32,32,32,32,31,30,30,28,26,26,26,23,23,22,26,26,24,23,21,20,19,18
USW00093009,LEADVILLE LAKE COUNTY AP,LAKE,CO,9930,39.23,-106.32,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0
USC00054934,LEMON DAM,LAPLATA,CO,8108,37.38,-107.66,18,16,15,15,14,12,10,8,7,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00054945,LEROY 5 WSW,LOGAN,CO,4466,40.51,-102.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COKC0050,LIBERTY 15 SW,KITCARSON,CO,4533,39.49,-102.82,M,T,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,0,M
US1COYU0024,LIBERTY 5.5 NW,YUMA,CO,4228,39.7,-102.71,1,0.5,T,2,1,T,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLN0053,LIMON 0.3 W,LINCOLN,CO,5395,39.27,-103.7,2,2.8,3,3.8,3.5,M,1.8,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00055020,LIMON ATWATER RANCH,ELBERT,CO,5570,38.95,-103.77,4,4,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00055025,LINDON 5 WNW,WASHINGTON,CO,4850,39.76,-103.5,T,T,T,2,1,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COAR0297,LITTLETON 0.3 NNE,ARAPAHOE,CO,5432,39.6,-105.01,M,5.9,M,M,M,M,M,M,1.5,M,M,M,M,M,M,0,M,M,M,M,M,M,0,M,M,M,M,M,M,0,M
US1COAR0290,LITTLETON 1.5 NE,ARAPAHOE,CO,5461,39.61,-105,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M
US1COAR0240,LITTLETON 2.0 ENE,ARAPAHOE,CO,5471,39.61,-104.98,M,M,M,8,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COJF0184,LITTLETON 4.7 WSW,JEFFERSON,CO,5616,39.59,-105.1,M,M,11,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COAR0321,LITTLETON 5.0 ESE,ARAPAHOE,CO,5761,39.57,-104.93,M,M,M,8.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COJF0332,LITTLETON 5.7 SW,JEFFERSON,CO,5553,39.54,-105.1,10,8.5,7,10,9,7,5,2.5,2,T,0,0,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COJF0227,LITTLETON 6.0 WSW,JEFFERSON,CO,5727,39.59,-105.12,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,M,M,M,M,M
US1COJF0212,LITTLETON 6.4 W,JEFFERSON,CO,5849,39.61,-105.14,6.5,5.5,4.5,6,6,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,M,M,M,M,M
