# Colorado Snow Depth, March 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Units: inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Missing: M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Trace: T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHCN ID,Station Name,County,State,Elevation,Latitude,Longitude,1-Mar,2-Mar,3-Mar,4-Mar,5-Mar,6-Mar,7-Mar,8-Mar,9-Mar,10-Mar,11-Mar,12-Mar,13-Mar,14-Mar,15-Mar,16-Mar,17-Mar,18-Mar,19-Mar,20-Mar,21-Mar,22-Mar,23-Mar,24-Mar,25-Mar,26-Mar,27-Mar,28-Mar,29-Mar,30-Mar,31-Mar
USC00051179,BYERS 5 ENE,ADAMS,CO,5100,39.74,-104.13,3,2,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COAR0194,BYERS 8.1 SSE,ARAPAHOE,CO,5487,39.6,-104.18,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00051186,CABIN CREEK,CLEARCREEK,CO,10017,39.66,-105.71,18,20,22,23,23,23,21,20,15,14,12,11,18,18,15,13,11,9,9,9,7,5,4,5,4,3,3,2,1,0,0
USC00051268,CAMPO 7 S,BACA,CO,4104,37.01,-102.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00051294,CANON CITY,FREMONT,CO,5377,38.46,-105.23,4,4,2,4,4,2,T,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COFM0071,CANON CITY 0.7 NE,FREMONT,CO,5485,38.47,-105.23,2.2,2.9,M,2.4,1.5,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COFM0048,CANON CITY 0.7 NNW,FREMONT,CO,5534,38.47,-105.25,1,1.5,T,2.5,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COFM0011,CANON CITY 1.0 NNE,FREMONT,CO,5504,38.48,-105.24,3.2,2,1,3.3,2.5,0.6,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COFM0019,CANON CITY 1.3 ENE,FREMONT,CO,5341,38.45,-105.22,2.5,2,M,4,1.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COFM0034,CANON CITY 2.5 ENE,FREMONT,CO,5337,38.45,-105.2,2.5,1,M,2.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COFM0009,CANON CITY .84 SE,FREMONT,CO,5393,38.43,-105.23,4,4,3,3,3,2,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COGF0069,CARBONDALE 0.3 WNW,GARFIELD,CO,6185,39.4,-107.22,2.5,4.5,2,4.5,3.5,3,2,1,0.5,M,M,0,M,M,0,M,M,M,0,M,M,M,M,T,M,M,M,M,M,M,M
US1COGF0047,CARBONDALE 0.5 W,GARFIELD,CO,6169,39.4,-107.22,0.5,2.5,T,2.5,M,M,M,M,M,M,M,M,M,M,M,0,M,M,0,M,M,M,M,T,0,M,M,M,M,M,M
US1COGF0049,CARBONDALE 4.6 NNE,GARFIELD,CO,6519,39.46,-107.18,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,0,M
US1COEG0037,CARBONDALE 5.7 E,EAGLE,CO,6425,39.4,-107.11,2,3,2,4.5,1.5,1,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,0,M,M,M,M,M
US1COWE0127,CARR 0.6 S,WELD,CO,5698,40.89,-104.88,0.4,M,T,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M
US1CODG0238,CASTLE PINES 2.2 N,DOUGLAS,CO,6531,39.46,-104.89,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,T,T,M,M,M,M,M,T,M,M,M,M,M
US1CODG0025,CASTLE PINES 2.2 NNE,DOUGLAS,CO,6494,39.46,-104.89,6.5,M,4.5,5.5,4.5,4,3.5,M,1,1,M,0,0,0,0,0,0,0,T,T,0,0,0,0,T,1,M,M,M,M,0
USC00051401,CASTLE ROCK,DOUGLAS,CO,6183,39.41,-104.91,5,5,4,4,4,3,T,T,T,T,T,T,T,T,0,0,0,0,1,0,0,0,0,0,0,T,0,0,0,0,0
US1CODG0062,CASTLE ROCK 1.7 SSW,DOUGLAS,CO,6340,39.35,-104.86,6,6,6,8,7,6,M,5.5,4,1,T,T,M,M,M,M,M,M,1,M,M,M,M,M,T,T,M,M,M,M,M
US1CODG0090,CASTLE ROCK 2.2 E,DOUGLAS,CO,6586,39.37,-104.81,7,7,4,5,5,3,2,1,M,M,M,M,M,M,M,M,M,M,0,0,M,M,M,M,M,1.5,M,M,M,M,M
US1CODG0234,CASTLE ROCK 2.7 ESE,DOUGLAS,CO,6616,39.36,-104.81,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,M,M,M,M,M,M,M,M,M,M,M,M
US1CODG0145,CASTLE ROCK 2.9 WNW,DOUGLAS,CO,6277,39.39,-104.9,3,M,2.5,4.5,3.5,2,1,T,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M
US1CODG0035,CASTLE ROCK 3.9 NW,DOUGLAS,CO,6115,39.41,-104.91,7,7,4.5,6,5,3.5,2,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,M,M,M,M,M
US1CODG0229,CASTLE ROCK 5.2 SW,DOUGLAS,CO,6619,39.32,-104.91,M,M,M,5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODL0040,CEDAREDGE 1.0 NE,DELTA,CO,6353,38.91,-107.91,M,2.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00051443,CEDAREDGE 3E,DELTA,CO,6836,38.9,-107.89,M,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COAR0214,CENTENNIAL 2.0 SW,ARAPAHOE,CO,5630,39.58,-104.97,6.5,6,M,M,8.5,4,2.5,1,T,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M
US1COAR0085,CENTENNIAL 5.5 E,ARAPAHOE,CO,5986,39.58,-104.76,6.5,6,4.5,6,6,5,3,2.7,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COSA0038,CENTER 1.2 NE,SAGUACHE,CO,7623,37.76,-106.09,4,3.5,2,1.5,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COJF0061,CHATFIELD DAM 2 NW,JEFFERSON,CO,5583,39.58,-105.08,7,6.5,3,6.5,5.5,M,2,1,0.7,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,1.4,0,0,0,0,0
USC00051528,CHEESMAN,JEFFERSON,CO,6878,39.22,-105.28,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COOT0006,CHERAW .15 NNE,OTERO,CO,4143,38.11,-103.51,4.2,M,M,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COOT0013,CHERAW 1.9 W,OTERO,CO,4159,38.1,-103.55,M,M,M,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00051539,CHERAW 1 N,OTERO,CO,4146,38.12,-103.51,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COAR0087,CHERRY CREEK DAM 4.7 ESE,ARAPAHOE,CO,5841,39.62,-104.78,M,M,M,5.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODN0120,CHERRY CREEK RESERVOIR 1.9 N,DENVER,CO,5476,39.66,-104.88,M,M,M,11,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODN0109,CHERRY HILLS VILLAGE 2.1 N,DENVER,CO,5412,39.67,-104.94,M,8.3,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,0,M,M,M,M,M,M,0,M
US1COCH0028,CHEYENNE WELLS 1.6 N,CHEYENNE,CO,4251,38.84,-102.35,M,M,M,0.2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00051564,CHEYENNE WELLS 2NE,CHEYENNE,CO,4202,38.86,-102.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00051609,CIMARRON,MONTROSE,CO,6888,38.44,-107.56,4,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COGN0047,CIMARRON 11.2 S,GUNNISON,CO,8354,38.29,-107.55,24,25,24,26.5,25.5,M,24,24,M,23,23,22.5,21.5,20.5,19.5,18.5,17.5,15,13,11,10,10,9,8,9,8,6,4,M,M,M
USC00051620,CLARKVILLE 4W,YUMA,CO,4080,40.4,-102.7,0,0,0,1,0,0,0,0,0,M,M,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0
USC00051660,CLIMAX,LAKE,CO,11341,39.37,-106.19,57,59,58,60,59,56,55,53,52,51,50,49,49,49,48,47,46,43,46,45,44,44,44,48,51,49,49,46,45,44,43
USC00051681,COAL CREEK CANYON,JEFFERSON,CO,8948,39.9,-105.38,18,16,17,17,16,15,13,12,10,9,7,6,9,7,4,1,T,T,T,T,T,T,T,T,3,T,T,0,0,0,0
USC00051713,COCHETOPA CREEK,GUNNISON,CO,8004,38.44,-106.76,22,22,21,21,21,21,21,21,21,21,20,20,19,17,16,15,14,12,10,8,6,5,3,0,0,0,0,0,0,0,0
US1COME0053,COLLBRAN 0.2 ESE,MESA,CO,6041,39.24,-107.96,M,M,M,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00051743,COLLBRAN 1WSW,MESA,CO,6007,39.24,-107.98,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,M,0,0,0,0,M,0,0
USC00051772,COLORADO NATIONAL MONUMENT,MESA,CO,5779,39.1,-108.73,M,M,M,M,M,M,M,0,0,M,M,M,0,0,0,0,M,M,0,0,0,0,M,M,M,M,0,0,0,0,M
US1COEP0194,COLORADO SPRINGS 1.1 NE,ELPASO,CO,6063,38.84,-104.81,3.5,3.5,2,3.5,4.5,1.5,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M
US1COEP0303,COLORADO SPRINGS 1.1 W,ELPASO,CO,6007,38.83,-104.84,5.5,5.5,4.5,6.5,6.5,5.5,4.5,1.5,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEP0192,COLORADO SPRINGS 13.9 NNE,ELPASO,CO,7283,39.03,-104.75,M,5,M,5,6,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,0,M,M,M,T,2,M,M,M,M,M
US1COEP0012,COLORADO SPRINGS 18.7 N,ELPASO,CO,7429,39.1,-104.76,13,14,11,13,12,10,9,7,6,5,4,1,1,1,T,T,T,T,3,4,1,T,T,T,T,4,T,T,T,T,T
US1COEP0064,COLORADO SPRINGS 2.1 NW,ELPASO,CO,6192,38.85,-104.85,7,7,6,7,7.5,6,M,M,3.5,2,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0
US1COEP0309,COLORADO SPRINGS 2.7 NE,ELPASO,CO,6279,38.86,-104.79,5.5,5,5,7,7,M,3,2,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEP0210,COLORADO SPRINGS 3.0 S,ELPASO,CO,5996,38.79,-104.81,9.5,10,9,10.5,11,9.5,M,7.5,5.5,3.5,2.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.2,M,M,M,M,M
US1COEP0264,COLORADO SPRINGS 3.5 S,ELPASO,CO,6031,38.78,-104.83,5.5,5.5,5,5.5,5.5,4.5,2,2,1,T,T,T,0,0,0,0,0,M,M,M,M,M,M,M,M,0,M,M,M,M,M
US1COEP0188,COLORADO SPRINGS 3.7 ENE,ELPASO,CO,6320,38.86,-104.76,4,4,3,5,4.5,3,2,1.5,T,T,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,T,0,0,0,0,0
US1COEP0228,COLORADO SPRINGS 5.0 NNE,ELPASO,CO,6393,38.9,-104.78,5.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEP0267,COLORADO SPRINGS 5.1 ESE,ELPASO,CO,5977,38.79,-104.74,M,6.2,6,7.8,8,7,3.5,1.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEP0037,COLORADO SPRINGS 5.7 WNW,ELPASO,CO,6602,38.91,-104.85,9.5,9,6.5,7,8,7,5.5,4.5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,1,0,0,0,0,0
US1COEP0325,COLORADO SPRINGS 6.1 NNW,ELPASO,CO,6497,38.92,-104.86,M,6.5,M,8.5,10,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,M,M,M,M,M
US1COEP0180,COLORADO SPRINGS 6.6 SE,ELPASO,CO,5964,38.78,-104.73,4,3.5,2,3.5,4,3,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COEP0207,COLORADO SPRINGS 7.1 NNW,ELPASO,CO,6683,38.94,-104.85,6,6,4,4,4,3,3,2,1,1,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.1,M,M,M,M,M
US1COEP0291,COLORADO SPRINGS 8.2 SE,ELPASO,CO,5733,38.74,-104.73,M,M,M,3,3,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M
USC00051780,COLORADO SPRINGS FIRE DEPARTMENT,ELPASO,CO,5989,38.83,-104.76,M,M,M,1,T,M,M,M,M,M,0,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00051781,COLORADO SPRINGS FIRE STATION 18,ELPASO,CO,6631,38.93,-104.87,3,3,3,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00051782,COLORADO SPRINGS FIRE STATION 19,ELPASO,CO,6772,38.96,-104.78,0,M,0,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,0,0,0,M,0,M,0,0,0,0,0
USC00051784,COLORADO SPRINGS FIRE STATION 20,ELPASO,CO,6716,38.93,-104.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USW00093037,COLORADO SPRINGS MUNICIPAL AP,ELPASO,CO,6180,38.81,-104.69,3.9,2,2,3.9,5.1,3.1,3.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COAD0141,COMMERCE CITY 1.9 NNE,ADAMS,CO,5145,39.84,-104.91,M,M,M,4,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M
US1COJF0078,CONIFER 2.1 WSW,JEFFERSON,CO,8915,39.51,-105.34,M,M,M,6,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.5,M,M,M,M,0.5,M,4,M,M,M,M,M
US1COJF0053,CONIFER 3.2 SW,JEFFERSON,CO,8480,39.49,-105.35,M,M,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COJF0024,CONIFER 4.2 ENE,JEFFERSON,CO,7757,39.53,-105.23,7,7,3,3.5,3.5,3,2.5,2,1.5,1,1,1,0.5,0.5,0.5,0.5,T,T,M,T,T,T,T,T,T,3,0.5,T,T,T,M
US1COJF0386,CONIFER 5.2 WNW,JEFFERSON,CO,9393,39.55,-105.39,30,27.5,M,M,M,M,M,M,M,M,M,M,27.5,M,M,M,M,M,23.5,M,M,M,M,M,M,M,M,M,M,M,M
US1COJF0222,CONIFER 5.7 SW,JEFFERSON,CO,8541,39.47,-105.39,5,4,1,2,1.5,1.5,1.3,T,0,0,0,0,1.5,0,0,0,M,0,0,T,0,0,0,1,T,1.5,0,M,0,0,0
USC00051886,CORTEZ,MONTEZUMA,CO,6165,37.34,-108.6,5,1,T,T,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COMZ0052,CORTEZ 1.0 ESE,MONTEZUMA,CO,6170,37.35,-108.56,M,1,T,M,M,0,M,M,0,0,0,0,0,M,M,0,0,0,M,M,M,M,M,M,M,M,0,M,M,0,0
US1COMZ0034,CORTEZ 1.2 SW,MONTEZUMA,CO,6163,37.34,-108.59,3.5,2,0.5,T,M,T,T,T,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COMZ0053,CORTEZ 2.0 NW,MONTEZUMA,CO,6169,37.37,-108.61,7.5,2,1.5,1,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COMZ0043,CORTEZ 2.3 NW,MONTEZUMA,CO,6189,37.37,-108.61,13.5,10,6.5,5,3.5,3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COMZ0031,CORTEZ 7.7 W,MONTEZUMA,CO,5654,37.34,-108.72,M,3,1.5,M,T,T,T,T,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COMZ0051,CORTEZ 7.8 WSW,MONTEZUMA,CO,5719,37.33,-108.72,5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COMF0026,CRAIG 4.9 WNW,MOFFAT,CO,6670,40.54,-107.64,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00051932,CRAIG 4SW,MOFFAT,CO,6494,40.45,-107.59,M,4,4,4,4,3,M,M,1,0,0,0,0,M,M,0,0,0,0,0,M,M,0,0,1,0,0,M,M,0,0
US1COMN0004,CREEDE 0.2 WSW,MINERAL,CO,8918,37.85,-106.93,6.5,8,10,8,7.5,7,7,6,5.5,4.5,4,2.5,2,2,1,T,T,T,T,T,T,T,T,T,T,T,M,M,M,M,M
USC00051948,CREEDE WATER TREATMENT,MINERAL,CO,8622,37.83,-106.93,1,1,3,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0
USC00051959,CRESTED BUTTE,GUNNISON,CO,8865,38.87,-106.98,37,38,40,43,43,42,38,38,37,34,33,32,31,30,29,27,26,25,20,17,15,13,11,11,9,9,8,2,0,0,0
US1COGN0018,CRESTED BUTTE 6.2 N,GUNNISON,CO,9604,38.96,-106.99,57,59,56,59,58,56.5,54.5,53.5,51.5,50.5,49,48.5,47.5,47,46,45,42.5,40.5,39.5,38.5,38,36.5,36,37.5,38.5,36.5,35.5,34,33,32,29.5
US1COSA0002,CRESTONE 1.2 SSE,SAGUACHE,CO,8083,37.98,-105.69,16,13.5,11.5,11,10.5,10,9,8,7,5,3,2,1,0.5,T,T,T,T,T,T,T,T,T,0,M,0,M,M,M,M,M
USC00051964,CRESTONE 2 SE,SAGUACHE,CO,8001,37.98,-105.69,15,12,11,11,10,9,8,7,5,3,2,1,1,T,T,T,T,T,T,T,T,T,0,0,0,0,0,0,0,0,0
USC00051977,CRIPPLE CREEK 3NNW,TELLER,CO,9233,38.8,-105.2,6,6,5,7,6,5,5,5,4,4,4,3,3,3,2,2,2,2,5,M,M,M,M,2,2,4,2,1,1,1,1
US1COTL0016,CRIPPLE CREEK 5.1 NW,TELLER,CO,8506,38.81,-105.23,2,3,1,4,3,3,2,2,1.5,1,1,1,1,1,1,0.5,0.5,0.5,2,1,0.5,0.5,0.5,1.5,0.5,2.5,1,M,M,M,M
USC00051996,CROOK,LOGAN,CO,3708,40.86,-102.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1COCR0008,CROWLEY 0.2 E,CROWLEY,CO,4351,38.19,-103.85,M,M,M,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0450,DACONO 0.4 NNW,WELD,CO,5043,40.08,-104.95,3.5,2.5,M,3.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,0,0,M,0,0,0,0
US1CORG0016,DEL NORTE 3.3 E,RIOGRANDE,CO,7824,37.68,-106.29,7.5,7,5.5,4.5,4.5,4,3.5,3,1.5,0.5,T,T,T,T,T,T,T,T,T,0.5,T,T,0,0,0,0,0,M,M,M,M
USC00052184,DEL NORTE 3ENE,RIOGRANDE,CO,7843,37.69,-106.31,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0
USC00052196,DELTA 3E,DELTA,CO,5026,38.75,-108.03,1,0,0,T,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1CODN0112,DENVER 0.2 NNW (BOTANIC GARDENS),DENVER,CO,5396,39.73,-104.96,M,M,M,M,M,M,M,M,1,M,M,M,M,M,M,0,M,M,M,M,M,M,0,M,M,M,M,M,M,0,M
US1CODN0175,DENVER 0.4 E,DENVER,CO,5371,39.73,-104.95,3,2,2,3,3,2,1,T,T,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00052213,DENVER 1 SW 7NEWS,DENVER,CO,5248,39.73,-104.99,2,2,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1CODN0116,DENVER 2.0 SSE,DENVER,CO,5399,39.7,-104.95,M,M,M,7,6,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODN0025,DENVER 2.1 ESE,DENVER,CO,5399,39.73,-104.95,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODN0231,DENVER 2.6 SSW,DENVER,CO,5329,39.69,-104.97,5.5,5.5,4,6.5,6,4.5,M,M,1,0.5,T,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODN0049,DENVER 3.2 SSE,DENVER,CO,5390,39.72,-104.92,M,M,M,7.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M
US1CODN0089,DENVER 3.6 WSW,DENVER,CO,5235,39.75,-105,4,3.5,2,3,2,2,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODN0183,DENVER 5.1 ENE,DENVER,CO,5304,39.76,-104.87,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M
US1CODN0016,DENVER 5.2 S,DENVER,CO,5399,39.67,-104.97,6.5,6,5,6.5,6,5,4,3,1.5,0.5,M,T,M,T,T,T,T,M,0,0,0,0,0,0,M,T,0,0,0,0,0
US1CODN0141,DENVER 5.3 SW,DENVER,CO,5444,39.68,-105.04,5,4.5,2.8,6,6,3,3,2,M,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODN0079,DENVER 5.6 W,DENVER,CO,5424,39.76,-105.04,M,7.5,M,7,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODN0074,DENVER 6.0 W,DENVER,CO,5452,39.76,-105.05,M,M,M,8.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COJF0003,DENVER 6.1 WSW,JEFFERSON,CO,5573,39.7,-105.1,11,11,10,12,10,9,8,6,4.5,3,T,M,T,M,T,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0
US1COAR0105,DENVER 6.3 SSE,ARAPAHOE,CO,5522,39.68,-104.88,M,M,M,7,6,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M
US1CODN0030,DENVER 8 SSW,DENVER,CO,5511,39.63,-105.05,M,M,M,M,M,M,M,M,1,0.5,T,T,M,M,M,M,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0
US1COAR0043,DENVER 9.4 S,ARAPAHOE,CO,5499,39.6,-104.98,M,4,M,5.5,M,M,M,M,T,M,M,M,M,M,M,0,M,M,M,M,M,M,0,M,M,0,M,M,M,M,M
USW00023062,DENVER-CENTRAL PARK,DENVER,CO,5283,39.77,-104.87,3,2,2,5,5,4,3,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USW00003017,DENVER INTL AP,DENVER,CO,5413,39.83,-104.66,2,2,2,3.1,2,2,1.2,T,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00052228,DENVER MUSEUM,DENVER,CO,5306,39.75,-104.94,6,6,6,6,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00052223,DENVER WATER DEPARTMENT,DENVER,CO,5224,39.73,-105.01,4,3,3,5,5,2,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00052281,DILLON 1 E,SUMMIT,CO,9079,39.62,-106.03,2,2,3,4,3,2,2,2,0,0,0,0,3,0,0,0,0,0,T,0,0,0,0,1,2,0,0,0,0,0,0
US1COSU0016,DILLON 2.3 SE,SUMMIT,CO,9096,39.6,-106.01,M,17.5,16,17,17,16,16,15.5,15,15,14.5,14,17,12,11,10,8,5,1,M,M,M,M,4.5,5.5,4.5,3,M,M,M,M
US1COMF0028,DINOSAUR 0.3 SW,MOFFAT,CO,5871,40.24,-109.01,1,2,2,T,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,T,0,0,0,M,M,M
USC00052286,DINOSAUR NATL MONUMENT,MOFFAT,CO,5958,40.24,-108.97,0,2,1,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
